YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2012,10740,"Albuquerque, NM",20-24,3,9,901,162805.7,403.49188344,0.4478267297,162805.7,663.74414825,SC,52,8970,1882141.25,1371.9115314,0.1529444294,1882141.25,2256.7944692,0.1004459309,0.0695467982
2012,10740,"Albuquerque, NM",20-24,4,,,,,,,,AA,14,1879,354550.9,595.44176877,0.3168929051,354550.9,979.50170963,,
2012,10740,"Albuquerque, NM",20-24,5,,,,,,,,BA+,15,1953,469216.35,684.9936861,0.3507392146,469216.35,1126.8146136,,
2012,10740,"Albuquerque, NM",25-54,0,19,2648,1052797.35,1026.0591357,0.3874845679,1052797.35,1687.8672783,InSch,211,29513,6485158.4,2546.5974162,0.0862873112,6485158.4,4189.1527496,0.0897231728,0.0557545957
2012,10740,"Albuquerque, NM",25-54,1,28,4164,881658.55,938.96674595,0.2254963367,881658.55,1544.6002971,LTHS,190,24949,5979297.75,2445.2602622,0.0980103516,5979297.75,4022.4531314,0.166900477,0.0557566066
2012,10740,"Albuquerque, NM",25-54,2,70,7533,1415763.65,1189.8586681,0.15795283,1415763.65,1957.317509,HS,491,66610,10859885.2,3295.4339927,0.0494735624,10859885.2,5420.9889179,0.1130911275,0.027906143
2012,10740,"Albuquerque, NM",25-54,3,38,3347,415925.05,644.92251473,0.1926867388,415925.05,1060.8975367,SC,468,58958,9792916.8,3129.3636414,0.0530778459,9792916.8,5147.8031901,0.0567692256,0.017297967
2012,10740,"Albuquerque, NM",25-54,4,9,1231,306477.65,553.60423589,0.4497191193,306477.65,910.67896805,AA,176,24015,5367713.25,2316.83259,0.0964743948,5367713.25,3811.1896105,0.0512596294,0.037038422
2012,10740,"Albuquerque, NM",25-54,5,26,3207,538592.4,733.8885474,0.2288395845,538592.4,1207.2466605,BA+,674,84530,13433793.65,3665.2139978,0.0433599195,13433793.65,6029.2770265,0.0379391932,0.0140231574
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,0,36,4427,640629.65,800.39343451,0.1807981555,640629.65,1316.6471998,InSch,118,14865,1959851.35,1399.9469097,0.0941773905,1959851.35,2302.9126665,0.2978136562,0.0756081401
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,2,,,,,,,,HS,17,1958,292151.8,540.51068445,0.2760524435,292151.8,889.14007591,,
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,0,10,1923,552551.65,743.3381801,0.3865513157,552551.65,1222.7913063,InSch,113,14611,1944902.9,1394.5977556,0.095448481,1944902.9,2294.113308,0.1316131682,0.0810983262
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,1,,,,,,,,LTHS,16,1960,330352.3,574.76282065,0.2932463371,330352.3,945.48483997,,
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,2,16,2484,567684.5,753.44840567,0.3033206142,567684.5,1239.4226273,HS,69,9630,2427389.45,1558.0081675,0.1617869333,2427389.45,2562.9234355,0.2579439252,0.1088673874
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,3,7,1248,206762.25,454.71117206,0.3643519007,206762.25,747.99987805,SC,48,7647,1533469.95,1238.3335375,0.1619371698,1533469.95,2037.0586691,0.1632012554,0.0876239104
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,4,,,,,,,,AA,13,1735,263466.75,513.29012264,0.2958444511,263466.75,844.36225174,,
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,5,,,,,,,,BA+,34,4352,880670.55,938.44048826,0.2156343034,880670.55,1543.7346032,,
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,0,10,1832,584403.7,764.46301415,0.4172833047,584403.7,1257.5416583,InSch,104,13530,2497447.1,1580.331326,0.1168020197,2497447.1,2599.6450313,0.1354028086,0.0892293257
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,1,26,3728,718774.7,847.80581503,0.2274157229,718774.7,1394.6405657,LTHS,129,20860,3278619.4,1810.6958331,0.0868022931,3278619.4,2978.5946454,0.1787152445,0.0617954421
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,2,55,7208,1278770.75,1130.8274625,0.1568850531,1278770.75,1860.2111759,HS,661,82768,14171836.55,3764.5499797,0.0454831575,14171836.55,6192.6847167,0.0870867968,0.0215097645
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,3,39,4449,484930.9,696.36980118,0.1565227694,484930.9,1145.5283229,SC,421,53191,7833418.2,2798.8244318,0.0526183834,7833418.2,4604.0661903,0.0836419695,0.0202827502
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,4,8,835,139384.75,373.34267101,0.4471169713,139384.75,614.14869382,AA,227,25791,3899323.7,1974.6705295,0.0765643259,3899323.7,3248.333021,0.0323756349,0.023460793
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,5,35,4215,708388.7,841.65830359,0.1996816853,708388.7,1384.5279094,BA+,685,82110,12343368.75,3513.3130732,0.042787883,12343368.75,5779.4000053,0.0513335769,0.0164702027
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,0,187,22740,5492575.05,2343.6243406,0.1030617564,5492575.05,3855.2620403,InSch,630,70950,13306964,3647.87116,0.0514146746,13306964,6000.7480582,0.3205073996,0.0470931749
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,1,36,3718,291150.95,539.58405277,0.1451275021,291150.95,887.6157668,LTHS,61,7183,805709.65,897.61330761,0.1249635678,805709.65,1476.573891,0.517611026,0.0628365266
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,2,54,9011,1546974.2,1243.7741756,0.1380284292,1546974.2,2046.0085189,HS,127,19422,2875831.05,1695.8275413,0.087314774,2875831.05,2789.6363055,0.4639583977,0.0815886281
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,3,11,543,55367.9,235.30384612,0.4333404164,55367.9,387.07482687,SC,28,3240,917988.9,958.11737277,0.2957152385,917988.9,1576.1030782,0.1675925926,0.0873272954
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,0,135,16308,3956212.65,1989.0230391,0.1219660927,3956212.65,3271.9428993,InSch,702,89606,15438832.9,3929.2280285,0.043850055,15438832.9,6463.5801069,0.1819967413,0.0340732083
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,1,60,10042,2475138.3,1573.2572263,0.1566677182,2475138.3,2588.0081372,LTHS,157,26925,6555443.75,2560.3600821,0.0950922965,6555443.75,4211.7923351,0.3729619313,0.0763884121
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,2,86,14182,3489509.8,1868.0229656,0.1317178794,3489509.8,3072.8977784,HS,393,59502,9724236.25,3118.3707685,0.0524078311,9724236.25,5129.7199142,0.2383449296,0.0473797914
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,3,45,5648,775651.75,880.71093442,0.1559332391,775651.75,1448.7694871,SC,299,42641,6085221.2,2466.8241121,0.0578509911,6085221.2,4057.9256644,0.1324546798,0.0315512266
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,4,10,1141,158761.8,398.44924394,0.3492105556,158761.8,655.44900629,AA,46,6443,1455535.3,1206.4556768,0.1872506095,1455535.3,1984.6195883,0.177091417,0.0858689933
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,5,19,2863,515414.8,717.9239514,0.2507593264,515414.8,1180.9849001,BA+,232,28492,4064972.9,2016.1777947,0.0707629438,4064972.9,3316.6124723,0.1004843465,0.0397650683
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,0,134,19438,4957825.3,2226.617457,0.11454972,4957825.3,3662.7857168,InSch,1163,148921,32628001,5712.0925238,0.0383565281,32628001,9396.3922016,0.1305255807,0.0231756667
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,1,198,26645,6589050.2,2566.9145292,0.0963375691,6589050.2,4222.5744005,LTHS,1164,167656,52888386.3,7272.4401888,0.0433771543,52888386.3,11963.164111,0.1589266116,0.0224884386
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,2,376,51698,9719729.6,3117.6480879,0.0603050038,9719729.6,5128.5311046,HS,3121,423403,101345540.75,10067.052237,0.0237765255,101345540.75,16560.30093,0.122101166,0.0111314517
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,3,287,35057,6956888,2637.5913254,0.075237223,6956888,4338.8377303,SC,2797,367569,70593564.35,8401.9976404,0.0228582869,70593564.35,13821.286119,0.0953752901,0.0112461708
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,4,80,11849,2072139.1,1439.4926537,0.1214864253,2072139.1,2367.9654153,AA,1002,131235,24747155.65,4974.6513094,0.0379064374,24747155.65,8183.3014039,0.0902884139,0.0171428693
2012,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,5,259,32809,7291753.5,2700.3247027,0.0823043891,7291753.5,4442.0341359,BA+,6503,726679,82154451.15,9063.9092642,0.0124730579,82154451.15,14910.13074,0.0451492337,0.006042184
2012,12260,"Augusta-Richmond County, GA-SC",16-19,0,17,1523,203359.1,450.95354528,0.2960955649,203359.1,741.81858198,InSch,54,5178,587166.75,766.26806667,0.1479853354,587166.75,1260.5109697,0.2941290073,0.1240872998
2012,12260,"Augusta-Richmond County, GA-SC",16-19,1,,,,,,,,LTHS,6,710,110361.05,332.20633648,0.4678962486,110361.05,546.47942352,,
2012,12260,"Augusta-Richmond County, GA-SC",16-19,2,6,799,100520.8,317.05015376,0.3968087031,100520.8,521.54750294,HS,16,2399,435623.75,660.01799218,0.275122131,435623.75,1085.7295971,0.3330554398,0.1566628589
2012,12260,"Augusta-Richmond County, GA-SC",16-19,3,,,,,,,,SC,5,461,66552.05,257.97684005,0.5596026899,66552.05,424.37190188,,
2012,12260,"Augusta-Richmond County, GA-SC",20-24,0,7,759,134639.75,366.93289577,0.4834425504,134639.75,603.60461355,InSch,54,8156,1778283.8,1333.5230782,0.1635020939,1778283.8,2193.6454636,0.0930603237,0.0696463887
2012,12260,"Augusta-Richmond County, GA-SC",20-24,1,,,,,,,,LTHS,16,2347,441488.35,664.44589697,0.2831043447,441488.35,1093.0135005,,
2012,12260,"Augusta-Richmond County, GA-SC",20-24,2,15,2017,270795.25,520.3799093,0.2579969803,270795.25,856.02495079,HS,52,9311,1787998.95,1337.1607794,0.1436108667,1787998.95,2199.6294821,0.2166254967,0.07637711
2012,12260,"Augusta-Richmond County, GA-SC",20-24,3,,,,,,,,SC,27,3563,786329.75,886.75236115,0.2488780132,786329.75,1458.7076341,,
2012,12260,"Augusta-Richmond County, GA-SC",20-24,4,,,,,,,,AA,8,1094,120962,347.79591717,0.3179121729,120962,572.12428374,,
2012,12260,"Augusta-Richmond County, GA-SC",20-24,5,,,,,,,,BA+,17,2053,362486.25,602.06831008,0.2932626937,362486.25,990.40237008,,
2012,12260,"Augusta-Richmond County, GA-SC",25-54,0,13,1751,321424.95,566.94351571,0.3237827046,321424.95,932.62208333,InSch,143,17402,2309030.7,1519.5495056,0.0873203945,2309030.7,2499.6589367,0.1006206183,0.0516070725
2012,12260,"Augusta-Richmond County, GA-SC",25-54,1,16,2708,603967.8,777.15365276,0.2869843622,603967.8,1278.4177588,LTHS,90,13057,2322731.1,1524.050885,0.1167228984,2322731.1,2507.0637058,0.2073983304,0.0894463493
2012,12260,"Augusta-Richmond County, GA-SC",25-54,2,36,5573,1202405.95,1096.542726,0.1967598647,1202405.95,1803.8127843,HS,361,43560,7180169.1,2679.583755,0.0615147786,7180169.1,4407.915277,0.1279384757,0.0393340537
2012,12260,"Augusta-Richmond County, GA-SC",25-54,3,23,2851,387496.75,622.49236943,0.2183417641,387496.75,1023.9999477,SC,275,31793,3845540.35,1961.0049337,0.0616803993,3845540.35,3225.8531159,0.0896738276,0.0308964631
2012,12260,"Augusta-Richmond County, GA-SC",25-54,4,10,1145,211288,459.66074446,0.4014504318,211288,756.14192464,AA,120,14043,2252875.8,1500.9582939,0.1068830231,2252875.8,2469.0763935,0.0815352845,0.0519012941
2012,12260,"Augusta-Richmond County, GA-SC",25-54,5,13,1209,135677.15,368.34379321,0.3046681499,135677.15,605.92553984,BA+,344,37394,5856708.95,2420.0638318,0.0647179716,5856708.95,3981.0050033,0.0323313901,0.0158340169
2012,12420,"Austin-Round Rock, TX",16-19,0,69,8892,1991814.25,1411.3164953,0.1587175546,1991814.25,2321.6156348,InSch,233,28948,4861264.45,2204.8275329,0.0761651075,4861264.45,3626.9412917,0.3071714799,0.0703618498
2012,12420,"Austin-Round Rock, TX",16-19,1,,,,,,,,LTHS,13,1799,401230.35,633.4274623,0.3520997567,401230.35,1041.9881755,,
2012,12420,"Austin-Round Rock, TX",16-19,2,9,1015,142513.55,377.50966875,0.3719307081,142513.55,621.00340509,HS,45,4729,787980.45,887.6826291,0.1877104312,787980.45,1460.2379249,0.2146331148,0.1133668715
2012,12420,"Austin-Round Rock, TX",16-19,3,5,778,133396.7,365.23512975,0.4694538943,133396.7,600.81178843,SC,12,1380,244482.55,494.45176711,0.358298382,244482.55,813.3731569,0.5637681159,0.2813080155
2012,12420,"Austin-Round Rock, TX",20-24,0,36,6189,2224432.6,1491.453184,0.2409845183,2224432.6,2453.4404876,InSch,311,42221,6770227.65,2601.9661124,0.0616272971,6770227.65,4280.2342549,0.1465858222,0.05617722
2012,12420,"Austin-Round Rock, TX",20-24,1,11,1423,229035,478.57601277,0.3363148368,229035,787.25754101,LTHS,60,8820,2059946.45,1435.2513543,0.1627269109,2059946.45,2360.9884778,0.1613378685,0.0781142763
2012,12420,"Austin-Round Rock, TX",20-24,2,16,2172,479834.55,692.70090948,0.3189230707,479834.55,1139.4929961,HS,155,19593,3664184.85,1914.2060626,0.0976984669,3664184.85,3148.8689729,0.1108559179,0.0553620746
2012,12420,"Austin-Round Rock, TX",20-24,3,17,2898,588215.3,766.95195417,0.2646487074,588215.3,1261.6359646,SC,140,19853,2297786.3,1515.8450778,0.0763534518,2297786.3,2493.565153,0.1459729008,0.060846611
2012,12420,"Austin-Round Rock, TX",20-24,4,,,,,,,,AA,11,1312,174841.75,418.14082556,0.3187048975,174841.75,687.84165805,,
2012,12420,"Austin-Round Rock, TX",20-24,5,8,741,109385.05,330.73410771,0.4463348282,109385.05,544.05760718,BA+,134,14061,2178117.85,1475.844792,0.1049601587,2178117.85,2427.7646828,0.0526989546,0.0376075958
2012,12420,"Austin-Round Rock, TX",25-54,0,33,4141,554818,744.86106087,0.1798746827,554818,1225.2964451,InSch,444,54958,10664990.65,3265.729727,0.0594222811,10664990.65,5372.125401,0.0753484479,0.0210434304
2012,12420,"Austin-Round Rock, TX",25-54,1,64,8515,1679571.95,1295.9830053,0.1522000006,1679571.95,2131.8920437,LTHS,503,69498,17345287.6,4164.7674125,0.0599264355,17345287.6,6851.0423935,0.1225215114,0.0281977396
2012,12420,"Austin-Round Rock, TX",25-54,2,76,9866,2651850.3,1628.4502756,0.1650567885,2651850.3,2678.8007033,HS,1033,129018,29262949.55,5409.523967,0.0419284438,29262949.55,8898.6669258,0.0764699499,0.0200819282
2012,12420,"Austin-Round Rock, TX",25-54,3,50,6741,1429015.95,1195.4145515,0.1773348986,1429015.95,1966.4569373,SC,1075,129263,21561909.15,4643.4802842,0.0359227334,21561909.15,7638.5250676,0.0521494937,0.0148974411
2012,12420,"Austin-Round Rock, TX",25-54,4,14,1769,308597.05,555.51512131,0.3140277678,308597.05,913.82237455,AA,382,43762,7749978.35,2783.878293,0.0636140554,7749978.35,4579.4797919,0.0404231982,0.0204486984
2012,12420,"Austin-Round Rock, TX",25-54,5,87,10033,1938572.2,1392.326183,0.1387746619,1938572.2,2290.3765711,BA+,2655,283305,37063770.6,6088.0021846,0.0214892155,37063770.6,10014.763594,0.0354141296,0.0079869757
2012,12540,"Bakersfield, CA",16-19,0,34,5017,876568.45,936.25234312,0.1866159743,876568.45,1540.1351044,InSch,94,11392,1301342.75,1140.764108,0.1001372988,1301342.75,1876.5569576,0.4403967697,0.1140824222
2012,12540,"Bakersfield, CA",16-19,1,,,,,,,,LTHS,10,1205,173039.4,415.9800476,0.3452116578,173039.4,684.2871783,,
2012,12540,"Bakersfield, CA",16-19,2,9,734,57594.85,239.98927059,0.3269608591,57594.85,394.78235013,HS,34,4091,517748.55,719.54746195,0.175885471,517748.55,1183.6555749,0.1794182352,0.0813480196
2012,12540,"Bakersfield, CA",20-24,0,19,3721,668500.6,817.61885986,0.2197309486,668500.6,1344.9830245,InSch,96,15957,4075534.9,2018.7954082,0.1265147213,4075534.9,3320.9184464,0.233189196,0.0689147625
2012,12540,"Bakersfield, CA",20-24,1,12,1413,311618.35,558.22786566,0.3950657223,311618.35,918.28483901,LTHS,34,4602,724841.2,851.37606262,0.1850013174,724841.2,1400.513623,0.3070404172,0.1763099322
2012,12540,"Bakersfield, CA",20-24,2,25,3130,529560.7,727.7092139,0.2324949565,529560.7,1197.0816569,HS,106,16191,2577961.05,1605.6030176,0.0991663898,2577961.05,2641.2169639,0.193317275,0.0668721986
2012,12540,"Bakersfield, CA",20-24,3,14,1772,282849.95,531.83639402,0.3001334052,282849.95,874.87086816,SC,68,9430,1933324.3,1390.4403259,0.147448603,1933324.3,2287.2743362,0.1879109226,0.0808075878
2012,12540,"Bakersfield, CA",20-24,4,,,,,,,,AA,11,1574,329567.45,574.07965475,0.3647265913,329567.45,944.36103207,,
2012,12540,"Bakersfield, CA",20-24,5,,,,,,,,BA+,12,1697,390293.75,624.7349438,0.3681408037,390293.75,1027.6889825,,
2012,12540,"Bakersfield, CA",25-54,0,22,3031,730826.4,854.88385176,0.2820468003,730826.4,1406.2839361,InSch,136,17530,3350533.2,1830.4461751,0.1044179221,3350533.2,3011.0839581,0.1729035938,0.0745215085
2012,12540,"Bakersfield, CA",25-54,1,91,9441,1318169.8,1148.1157607,0.1216095499,1318169.8,1888.6504264,LTHS,502,61701,10496378.65,3239.8115146,0.0525082497,10496378.65,5329.4899415,0.1530121068,0.0276093633
2012,12540,"Bakersfield, CA",25-54,2,66,9462,2249512,1499.8373245,0.1585116597,2249512,2467.2323988,HS,491,63551,11447965.45,3383.4842175,0.053240456,11447965.45,5565.8315378,0.1488882944,0.0365674883
2012,12540,"Bakersfield, CA",25-54,3,47,6663,1565236.9,1251.094281,0.1877674142,1565236.9,2058.0500923,SC,423,58088,7809730.85,2794.5895674,0.0481095849,7809730.85,4597.0998383,0.1147052748,0.0342471734
2012,12540,"Bakersfield, CA",25-54,4,9,818,105631.6,325.01015369,0.3973229263,105631.6,534.64170282,AA,130,16213,3119749.45,1766.2812488,0.1089422839,3119749.45,2905.5326543,0.0504533399,0.0317123129
2012,12540,"Bakersfield, CA",25-54,5,10,1299,309924.65,556.70876587,0.4285671793,309924.65,915.78591986,BA+,295,33653,4848749.35,2201.9875908,0.0654321336,4848749.35,3622.2695869,0.0385998277,0.0268935741
2012,12580,"Baltimore-Columbia-Towson, MD",16-19,0,84,10189,1395893.85,1181.4795174,0.1159563762,1395893.85,1943.5338061,InSch,371,44435,5496028.5,2344.3610004,0.0527593339,5496028.5,3856.4738456,0.2293012265,0.038949189
2012,12580,"Baltimore-Columbia-Towson, MD",16-19,1,6,1088,180533.95,424.89286885,0.3905265339,180533.95,698.94876926,LTHS,21,2656,401557.45,633.68560817,0.2385864489,401557.45,1042.4128254,0.4096385542,0.2083373968
2012,12580,"Baltimore-Columbia-Towson, MD",16-19,2,16,2192,386040.2,621.32133393,0.2834495137,386040.2,1022.0735943,HS,73,8393,929694.15,964.20648722,0.1148822218,929694.15,1586.1196715,0.2611700226,0.1113264443
2012,12580,"Baltimore-Columbia-Towson, MD",16-19,3,,,,,,,,SC,15,1811,271569.2,521.12301811,0.2877542894,271569.2,857.24736478,,
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,0,45,5613,1011018.4,1005.4941074,0.1791366662,1011018.4,1654.0378067,InSch,451,49302,8109477.95,2847.7145134,0.0577606286,8109477.95,4684.4903746,0.1138493367,0.0317572535
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,1,21,2825,664406.9,815.11158745,0.2885350752,664406.9,1340.8585614,LTHS,60,6874,1279178.1,1131.0075597,0.1645341227,1279178.1,1860.5074356,0.4109688682,0.1602395091
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,2,56,7314,1619471.1,1272.5844176,0.1739929474,1619471.1,2093.401367,HS,265,36096,6263834.7,2502.7654105,0.0693363644,6263834.7,4117.0491003,0.2026263298,0.053191504
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,3,21,2906,699479.7,836.34903001,0.2878007674,699479.7,1375.7941544,SC,163,19562,2768862.05,1663.9897986,0.0850623555,2768862.05,2737.2632188,0.1485533177,0.0671878887
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,4,,,,,,,,AA,33,3631,542887.2,736.80879474,0.2029217281,542887.2,1212.0504673,,
2012,12580,"Baltimore-Columbia-Towson, MD",20-24,5,5,795,179833,424.06721165,0.5334178763,179833,697.59056317,BA+,176,20316,3256804.8,1804.6619628,0.0888295906,3256804.8,2968.6689288,0.0391317188,0.0338575402
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,0,63,7404,1560980.05,1249.3918721,0.1687455257,1560980.05,2055.2496296,InSch,750,91114,16302103.9,4037.5863954,0.0443135676,16302103.9,6641.8296204,0.0812608381,0.0217652272
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,1,102,13393,2576439.65,1605.1291693,0.1198483663,2576439.65,2640.4374834,LTHS,448,58526,14421303.05,3797.5390781,0.0648863595,14421303.05,6246.9517835,0.228838465,0.0379315412
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,2,216,25914,4148989.7,2036.9068953,0.078602566,4148989.7,3350.7118427,HS,1866,224892,35200430.95,5932.9951079,0.0263815303,35200430.95,9759.7769524,0.1152286431,0.0140349493
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,3,108,13680,1988210.45,1410.0391661,0.1030730385,1988210.45,2319.5144283,SC,1434,164297,22461666.65,4739.3740779,0.0288463823,22461666.65,7796.2703581,0.0832638454,0.013553663
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,4,20,2577,565105.45,751.73495994,0.2917093364,565105.45,1236.6040091,AA,453,50432,8132576.2,2851.7672065,0.05654678,8132576.2,4691.1570547,0.0510985089,0.0240551236
2012,12580,"Baltimore-Columbia-Towson, MD",25-54,5,72,8449,1504230.85,1226.4708924,0.1451616632,1504230.85,2017.5446181,BA+,3443,366443,39307050.3,6269.5334994,0.0171091643,39307050.3,10313.382607,0.0230567919,0.0054673772
2012,12940,"Baton Rouge, LA",16-19,0,31,4008,648435.65,805.25502172,0.2009119316,648435.65,1324.6445107,InSch,113,14201,2296591.45,1515.4509065,0.1067143797,2296591.45,2492.9167412,0.2822336455,0.0790325936
2012,12940,"Baton Rouge, LA",16-19,1,6,550,68718.7,262.14251849,0.4766227609,68718.7,431.22444292,LTHS,10,931,107597.85,328.02111213,0.3523320216,107597.85,539.59472945,0.5907626208,0.3119347203
2012,12940,"Baton Rouge, LA",16-19,2,5,344,29246.8,171.01695822,0.4971423204,29246.8,281.32289628,HS,17,1592,208698.7,456.83552839,0.2869569902,208698.7,751.4944442,0.216080402,0.1443005606
2012,12940,"Baton Rouge, LA",20-24,0,9,979,132627.7,364.18086166,0.3719927085,132627.7,599.07751743,InSch,111,18095,3700362.2,1923.6325533,0.1063074083,3700362.2,3164.3755501,0.0541033435,0.0317266351
2012,12940,"Baton Rouge, LA",20-24,1,10,1271,208162,456.24773972,0.3589675372,208162,750.52753184,LTHS,26,3593,731682.4,855.38435805,0.2380696794,731682.4,1407.107269,0.3537433899,0.1563378879
2012,12940,"Baton Rouge, LA",20-24,2,15,2636,548460.95,740.5814945,0.2809489736,548460.95,1218.2565585,HS,68,11934,2215784.4,1488.5511076,0.1247319514,2215784.4,2448.666572,0.220881515,0.091470646
2012,12940,"Baton Rouge, LA",20-24,3,7,1138,240779.3,490.69267368,0.4311886412,240779.3,807.1894482,SC,42,7154,1649595.9,1284.3659525,0.1795311647,1649595.9,2112.7819919,0.1590718479,0.1025853039
2012,12940,"Baton Rouge, LA",20-24,4,,,,,,,,AA,12,1356,293064.3,541.35413548,0.3992287135,293064.3,890.52755286,,
2012,12940,"Baton Rouge, LA",20-24,5,,,,,,,,BA+,36,5472,1346657.15,1160.4555786,0.2120715604,1346657.15,1908.9494269,,
2012,12940,"Baton Rouge, LA",25-54,0,14,1356,126354.45,355.46371123,0.26214138,126354.45,584.73780497,InSch,124,18764,4974215,2230.2948236,0.1188603082,4974215,3668.8349848,0.0722660414,0.0277752533
2012,12940,"Baton Rouge, LA",25-54,1,28,4102,814634.1,902.57082825,0.2200318938,814634.1,1484.7290125,LTHS,173,26026,4624799.35,2150.5346661,0.0826302415,4624799.35,3537.6295257,0.1576116192,0.052872416
2012,12940,"Baton Rouge, LA",25-54,2,42,5613,1264403.6,1124.4570245,0.2003308435,1264403.6,1849.7318053,HS,593,84827,13247642.65,3639.7311233,0.0429076959,13247642.65,5987.3576978,0.0661699695,0.0212998883
2012,12940,"Baton Rouge, LA",25-54,3,18,1960,372905.45,610.65984803,0.311561147,372905.45,1004.53545,SC,358,49702,8343885.2,2888.5784047,0.0581179511,8343885.2,4751.7114757,0.0394350328,0.0198564165
2012,12940,"Baton Rouge, LA",25-54,4,,,,,,,,AA,131,18220,3390332.3,1841.285502,0.1010584798,3390332.3,3028.9146508,,
2012,12940,"Baton Rouge, LA",25-54,5,13,2360,455348.8,674.79537639,0.2859302442,455348.8,1110.0383942,BA+,564,77880,13597272,3687.4478979,0.0473478158,13597272,6065.8517921,0.0303030303,0.0140564144
2012,13820,"Birmingham-Hoover, AL",16-19,0,36,3293,490589.1,700.42065932,0.2126998662,490589.1,1152.1919846,InSch,128,13457,1904902.75,1380.1821438,0.1025623946,1904902.75,2270.3996265,0.2447053578,0.0750089221
2012,13820,"Birmingham-Hoover, AL",16-19,1,6,1912,661257.85,813.17762512,0.4253021052,661257.85,1337.6771933,LTHS,10,2353,690134.45,830.74331174,0.3530570811,690134.45,1366.5727478,0.8125796855,0.3169756207
2012,13820,"Birmingham-Hoover, AL",16-19,2,11,1308,244408.75,494.37713337,0.3779641692,244408.75,813.2503844,HS,27,3407,570922.2,755.59393857,0.2217769118,570922.2,1242.9520289,0.3839154682,0.193288587
2012,13820,"Birmingham-Hoover, AL",16-19,3,,,,,,,,SC,7,966,180850.5,425.26521137,0.4402331381,180850.5,699.5612727,,
2012,13820,"Birmingham-Hoover, AL",20-24,0,18,1887,291910.95,540.28783995,0.2863210599,291910.95,888.77349672,InSch,149,18188,4425132.5,2103.5998907,0.11565867,4425132.5,3460.4218201,0.1037497251,0.04470168
2012,13820,"Birmingham-Hoover, AL",20-24,1,16,1845,231937.8,481.59921096,0.2610293826,231937.8,792.23070203,LTHS,30,3495,525865.1,725.1655673,0.2074865715,525865.1,1192.8973582,0.5278969957,0.1375396356
2012,13820,"Birmingham-Hoover, AL",20-24,2,25,4444,1251121,1118.5352028,0.2516955902,1251121,1839.9904087,HS,104,15333,3141487.3,1772.424131,0.115595391,3141487.3,2915.6376954,0.2898323877,0.1065975761
2012,13820,"Birmingham-Hoover, AL",20-24,3,13,1368,272457.85,521.97495151,0.3815606371,272457.85,858.64879523,SC,82,9653,2023675.3,1422.5594188,0.1473696694,2023675.3,2340.1102439,0.1417176007,0.0820491318
2012,13820,"Birmingham-Hoover, AL",20-24,4,,,,,,,,AA,10,2357,761525.2,872.65411246,0.3702393349,761525.2,1435.516015,,
