YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,ed_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,ed_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2012,35300,"New Haven-Milford, CT",25-54,1,140,17874,3322975.9,1822.9031516,0.1019863014,3322975.9,2998.6756843,LTHS,241,30701,5695383.7,2386.5003038,0.0777336342,5695383.7,3925.7929997,0.5821960197,0.0632285198
2012,35300,"New Haven-Milford, CT",25-54,2,542,68615,11869845.75,3445.2642497,0.0502115317,11869845.75,5667.4596907,HS,753,96384,15507785.05,3937.9925152,0.0408573261,15507785.05,6477.9976876,0.7118920153,0.0341797141
2012,35300,"New Haven-Milford, CT",25-54,3,378,47646,6604249.9,2569.8735183,0.0539368156,6604249.9,4227.4419376,SC,487,60437,6696532.25,2587.7658801,0.0428175767,6696532.25,4256.8748727,0.788358125,0.0425365563
2012,35300,"New Haven-Milford, CT",25-54,4,174,21077,2227533.8,1492.492479,0.0708114285,2227533.8,2455.150128,AA,203,24985,2326096.75,1525.1546643,0.0610428123,2326096.75,2508.8794228,0.8435861517,0.0498033917
2012,35300,"New Haven-Milford, CT",25-54,5,896,96359,13339069.5,3652.2690892,0.0379027293,13339069.5,6007.9826518,BA+,1016,108471,15551109.2,3943.48947,0.0363552421,15551109.2,6487.0401781,0.8883388187,0.0156649714
2012,35380,"New Orleans-Metairie, LA",16-19,0,110,11188,1412782,1188.6050648,0.10623928,1412782,1955.2553315,InSch,509,54604,4684119.65,2164.2827103,0.0396359737,4684119.65,3560.2450584,0.2048934144,0.0332225228
2012,35380,"New Orleans-Metairie, LA",16-19,1,8,1406,243733.4,493.69362969,0.3511334493,243733.4,812.12602085,LTHS,24,3483,784613.95,885.78436992,0.2543165001,784613.95,1457.1152885,0.4036749928,0.1607727975
2012,35380,"New Orleans-Metairie, LA",16-19,2,17,1807,180922.3,425.3496209,0.2353899396,180922.3,699.70012638,HS,40,4622,591325.25,768.97675518,0.1663731621,591325.25,1264.9667623,0.390956296,0.1070918637
2012,35380,"New Orleans-Metairie, LA",16-19,3,5,420,46001.55,214.47971932,0.5106659984,46001.55,352.81913828,SC,9,800,75365.9,274.5285049,0.3431606311,75365.9,451.59939055,0.525,0.3266061943
2012,35380,"New Orleans-Metairie, LA",20-24,0,168,17954,2545072.05,1595.3281951,0.0888564217,2545072.05,2624.3148809,InSch,356,37861,3673463.85,1916.6282503,0.0506227583,3673463.85,3152.8534718,0.4742082882,0.0569656021
2012,35380,"New Orleans-Metairie, LA",20-24,1,31,4070,1137570.65,1066.5695711,0.2620564057,1137570.65,1754.5069445,LTHS,60,8066,2136109.95,1461.5436873,0.1811980768,2136109.95,2404.2393657,0.504587156,0.1571415536
2012,35380,"New Orleans-Metairie, LA",20-24,2,84,9505,1480802.3,1216.8822047,0.1280254818,1480802.3,2001.7712267,HS,138,17959,2040362.25,1428.4124929,0.0795374182,2040362.25,2349.7385509,0.5292610947,0.0873430108
2012,35380,"New Orleans-Metairie, LA",20-24,3,76,9158,1589239.3,1260.650348,0.1376556397,1589239.3,2073.7698225,SC,105,13081,1744377.5,1320.7488406,0.1009669628,1744377.5,2172.6318428,0.7000993808,0.1077574758
2012,35380,"New Orleans-Metairie, LA",20-24,4,14,1033,115940.25,340.5,0.3296224589,115940.25,560.1225,AA,15,1166,163148.3,403.91620418,0.3464118389,163148.3,664.44215588,0.8859348199,0.6968756611
2012,35380,"New Orleans-Metairie, LA",20-24,5,61,4738,762114.75,872.99183845,0.1842532373,762114.75,1436.0715742,BA+,65,5275,724998.9,851.46867235,0.1614158621,724998.9,1400.665966,0.8981990521,0.1312779747
2012,35380,"New Orleans-Metairie, LA",25-54,0,270,26895,3370437.6,1835.8751592,0.0682608351,3370437.6,3020.0146368,InSch,370,37091,4109897.25,2027.2881517,0.0546571446,4109897.25,3334.8890095,0.7251085169,0.0487758656
2012,35380,"New Orleans-Metairie, LA",25-54,1,277,34168,5936401.85,2436.4732402,0.0713086291,5936401.85,4007.9984801,LTHS,532,60062,8813628.3,2968.7755557,0.0494285165,8813628.3,4883.6357891,0.5688788252,0.04809843
2012,35380,"New Orleans-Metairie, LA",25-54,2,884,100039,10287359.85,3207.3914401,0.0320614105,10287359.85,5276.158919,HS,1252,137102,13311911.2,3648.5491911,0.0266119327,13311911.2,6001.8634194,0.7296684221,0.0214629451
2012,35380,"New Orleans-Metairie, LA",25-54,3,774,90498,8260063.1,2874.0325503,0.0317579676,8260063.1,4727.7835452,SC,975,113748,9410109.4,3067.5901617,0.0269682998,9410109.4,5046.185816,0.7956008018,0.0219497719
2012,35380,"New Orleans-Metairie, LA",25-54,4,236,26208,3452438.6,1858.0738952,0.070897203,3452438.6,3056.5315576,AA,279,30559,3976720.05,1994.1715197,0.065256439,3976720.05,3280.4121499,0.8576196865,0.0390970724
2012,35380,"New Orleans-Metairie, LA",25-54,5,1293,109208,14393140.15,3793.8292199,0.0347394808,14393140.15,6240.8490668,BA+,1449,123915,15954231.3,3994.2748153,0.0322339896,15954231.3,6570.5820711,0.8813138038,0.0187799453
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,0,1647,165221,20410671.5,4517.8171167,0.0273440853,20410671.5,7431.809157,InSch,8699,899509,47986353.6,6927.2183162,0.0077011106,47986353.6,11395.27413,0.183679096,0.0079276325
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,1,62,8166,1661536.45,1289.005993,0.1578503543,1661536.45,2120.4148585,LTHS,278,30798,4210233.25,2051.8852916,0.0666239786,4210233.25,3375.3513047,0.2651470875,0.0624160554
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2,211,25108,3867896.7,1966.6969009,0.0783294926,3867896.7,3235.216402,HS,508,61260,10149861.35,3185.8847044,0.0520059534,10149861.35,5240.7803388,0.4098596148,0.0394915738
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,3,53,5820,658721.25,811.61644266,0.139452997,658721.25,1335.1090482,SC,112,12182,1508180.1,1228.0798427,0.1008110198,1508180.1,2020.1913412,0.4777540634,0.07572588
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,0,2497,272515,29435849.45,5425.4814948,0.0199089279,29435849.45,8924.9170589,InSch,5769,635928,60360497.65,7769.201867,0.0122171093,60360497.65,12780.337071,0.4285312174,0.0110813192
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,1,342,50105,8536562.25,2921.7395931,0.058312336,8536562.25,4806.2616307,LTHS,796,105479,16584520.5,4072.4096675,0.0386087247,16584520.5,6699.113903,0.4750234644,0.0341478181
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,2,1093,146427,24858173.35,4985.7971629,0.0340497119,24858173.35,8201.636333,HS,1804,241991,37725345,6142.0961406,0.0253815065,37725345,10103.748151,0.6050927514,0.0225922646
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,3,769,97751,18712309.9,4325.7727518,0.044252977,18712309.9,7115.8961767,SC,1181,150029,31359293.75,5599.9369416,0.0373256966,31359293.75,9211.8962689,0.6515473675,0.0254789542
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,4,210,26814,4069369.7,2017.2678801,0.0752318893,4069369.7,3318.4056627,AA,280,37514,5890432.45,2427.0213122,0.064696415,5890432.45,3992.4500586,0.7147731514,0.0451454478
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,5,1308,151020,26213048.35,5119.8680012,0.0339019203,26213048.35,8422.182862,BA+,1594,184104,29889477.95,5467.1270289,0.0296958623,29889477.95,8993.4239625,0.8202972233,0.0220696659
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,0,3170,353658,73077875.95,8548.5598758,0.0241718267,73077875.95,14062.380996,InSch,4781,544774,105240906.9,10258.699084,0.0188311099,105240906.9,16875.559993,0.6491829639,0.01618385
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,1,4498,617671,94467588.2,9719.4438215,0.0157356324,94467588.2,15988.485086,LTHS,7834,997172,197422386.25,14050.707678,0.0140905558,197422386.25,23113.41413,0.6194227275,0.0071374814
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,2,10437,1341335,273056811.95,16524.43076,0.0123193913,273056811.95,27182.688601,HS,15038,1898836,392133840.55,19802.369569,0.0104286887,392133840.55,32574.897941,0.7063985515,0.0076207846
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,3,7753,927483,159153373.5,12615.600402,0.0136019748,159153373.5,20752.662661,SC,10277,1223682,234910139.7,15326.778517,0.012525132,234910139.7,25212.55066,0.757944466,0.0066134049
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,4,3762,438100,70857130.65,8417.6677679,0.0192140328,70857130.65,13847.063478,AA,4714,549968,83163740.7,9119.4155898,0.0165817204,83163740.7,15001.438645,0.7965918017,0.0127199734
2012,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,5,24135,2727017,313181354.95,17696.930665,0.0064894831,313181354.95,29111.450943,BA+,28086,3158017,403366811.15,20083.993904,0.0063596852,403366811.15,33038.169973,0.8635219506,0.00183447
2012,35840,"North Port-Sarasota-Bradenton, FL",16-19,0,62,5978,668206.95,817.4392638,0.1367412619,668206.95,1344.6875889,InSch,220,23724,1314930.4,1146.7041467,0.0483351942,1314930.4,1886.3283213,0.2519811162,0.0530213183
2012,35840,"North Port-Sarasota-Bradenton, FL",16-19,1,,,,,,,,LTHS,7,1148,230133.2,479.72200283,0.4178763091,230133.2,789.14269466,,
2012,35840,"North Port-Sarasota-Bradenton, FL",16-19,2,8,481,33125.85,182.00508235,0.3783889446,33125.85,299.39836046,HS,22,1955,252422.05,502.41621192,0.2569903897,252422.05,826.47466861,0.2460358056,0.1124054887
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,0,66,8881,1394267.05,1180.7908579,0.1329569708,1394267.05,1942.4009612,InSch,108,12886,2296831.65,1515.5301548,0.1176105971,2296831.65,2493.0471046,0.6891975788,0.0703031782
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,1,22,3100,466438.55,682.96306635,0.2203106666,466438.55,1123.4742441,LTHS,40,5309,735922,857.85896277,0.1615857907,735922,1411.1779938,0.5839141081,0.1438463145
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,2,64,8341,1324017.15,1150.6594414,0.1379522169,1324017.15,1892.834781,HS,85,11863,2237770.2,1495.9178453,0.1260994559,2237770.2,2460.7848556,0.7031105117,0.0647058756
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,3,31,3550,486738.2,697.66625259,0.196525705,486738.2,1147.6609855,SC,37,4383,513979.55,716.92367097,0.1635691697,513979.55,1179.3394387,0.8099475245,0.1451449828
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,4,9,814,129792.3,360.26698433,0.4425884328,129792.3,592.63918923,AA,13,1239,166099.3,407.55281866,0.3289368996,166099.3,670.4243867,0.6569814366,0.3200234077
2012,35840,"North Port-Sarasota-Bradenton, FL",20-24,5,17,1137,125691.75,354.5303231,0.3118120696,125691.75,583.20238151,BA+,19,1221,134721.2,367.04386659,0.3006092273,134721.2,603.78716054,0.9312039312,0.1268819824
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,0,104,10570,1395806.2,1181.4424235,0.1117731716,1395806.2,1943.4727866,InSch,149,15065,2352792.2,1533.8814165,0.1018175517,2352792.2,2523.2349302,0.7016262861,0.0532227241
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,1,123,15204,2873623,1695.176392,0.1114954217,2873623,2788.5651648,LTHS,194,23567,4640830.8,2154.2587588,0.0914099698,4640830.8,3543.7556583,0.6451393898,0.0677496504
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,2,429,48115,7069612.75,2658.8743389,0.0552608197,7069612.75,4373.8482875,HS,609,67901,8311837.4,2883.025737,0.042459253,8311837.4,4742.5773373,0.7086051752,0.0412281336
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,3,335,35016,4493471.4,2119.7809793,0.0605374966,4493471.4,3487.0397109,SC,437,46089,6085241,2466.8281253,0.0535231427,6085241,4057.9322662,0.7597474452,0.0353506078
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,4,168,17294,2790784.05,1670.5639916,0.0965978947,2790784.05,2748.0777662,AA,212,21521,3416107.2,1848.2714086,0.0858822271,3416107.2,3040.4064672,0.8035871939,0.0584542791
2012,35840,"North Port-Sarasota-Bradenton, FL",25-54,5,540,49442,5735358.2,2394.8607893,0.0484377814,5735358.2,3939.5459984,BA+,624,57247,6888571.5,2624.608828,0.0458470982,6888571.5,4317.4815221,0.8636609779,0.0222043153
2012,36260,"Ogden-Clearfield, UT",16-19,0,58,6806,938986.85,969.0133384,0.1423763354,938986.85,1594.0269417,InSch,197,25695,2994608.4,1730.4936868,0.0673474873,2994608.4,2846.6621148,0.2648764351,0.0546571833
2012,36260,"Ogden-Clearfield, UT",16-19,1,5,1072,299059.5,546.86332845,0.5101337019,299059.5,899.5901753,LTHS,13,2184,499192.75,706.53573866,0.3235053748,499192.75,1162.2512901,0.4908424908,0.3184827152
2012,36260,"Ogden-Clearfield, UT",16-19,2,20,2292,283933.2,532.85382611,0.2324842173,283933.2,876.54454395,HS,33,4403,516363.1,718.5840939,0.1632032918,516363.1,1182.0708345,0.5205541676,0.1417799572
2012,36260,"Ogden-Clearfield, UT",16-19,3,6,957,194442.65,440.95651713,0.4607696104,194442.65,725.37347068,SC,6,957,194442.65,440.95651713,0.4607696104,194442.65,725.37347068,1,0
2012,36260,"Ogden-Clearfield, UT",20-24,0,75,9912,1577306.5,1255.9086352,0.1267058752,1577306.5,2065.9697049,InSch,95,11916,1854057.3,1361.6377272,0.1142696985,1854057.3,2239.8940612,0.8318227593,0.0749077333
2012,36260,"Ogden-Clearfield, UT",20-24,1,10,1654,437358.65,661.33096858,0.399837345,437358.65,1087.8894433,LTHS,20,3077,618614.25,786.52034303,0.2556127212,618614.25,1293.8259643,0.5375365616,0.2718713379
2012,36260,"Ogden-Clearfield, UT",20-24,2,63,8247,1043149.05,1021.3466845,0.1238446325,1043149.05,1680.1152961,HS,90,11855,1381515.45,1175.3788538,0.0991462551,1381515.45,1933.4982145,0.6956558414,0.0849254992
2012,36260,"Ogden-Clearfield, UT",20-24,3,39,5487,1205719.9,1098.0527765,0.2001189678,1205719.9,1806.2968174,SC,46,6368,1399962.35,1183.2000465,0.1858040274,1399962.35,1946.3640765,0.8616520101,0.1053520301
2012,36260,"Ogden-Clearfield, UT",20-24,4,7,885,131137.7,362.12939676,0.4091857591,131137.7,595.70285768,AA,10,1113,164242.25,405.26812112,0.3641223011,164242.25,666.66605925,0.795148248,0.2441757522
2012,36260,"Ogden-Clearfield, UT",20-24,5,8,903,144335.4,379.91499049,0.4207253494,144335.4,624.96015936,BA+,9,968,156337.65,395.39556143,0.4084664891,156337.65,650.42569856,0.9328512397,0.154714441
2012,36260,"Ogden-Clearfield, UT",25-54,0,124,14239,1692862,1301.1003036,0.0913758202,1692862,2140.3099994,InSch,158,18783,2382357.95,1543.4888888,0.0821747798,2382357.95,2539.0392222,0.7580791141,0.0498324181
2012,36260,"Ogden-Clearfield, UT",25-54,1,62,9313,2273654.6,1507.8642512,0.1619096157,2273654.6,2480.4366932,LTHS,97,13109,3331458.15,1825.228246,0.139234743,3331458.15,3002.5004647,0.7104279503,0.0965707794
2012,36260,"Ogden-Clearfield, UT",25-54,2,310,38994,8228597.2,2868.5531545,0.0735639625,8228597.2,4718.7699391,HS,407,49491,8613673.85,2934.9061058,0.0593018146,8613673.85,4827.9205441,0.7879008305,0.0564204434
2012,36260,"Ogden-Clearfield, UT",25-54,3,324,40334,7258923.05,2694.2388628,0.0667982065,7258923.05,4432.0229294,SC,415,52502,9310928.4,3051.3813921,0.0581193363,9310928.4,5019.52239,0.7682374005,0.0416106657
2012,36260,"Ogden-Clearfield, UT",25-54,4,130,16421,3084138.5,1756.1715463,0.1069466869,3084138.5,2888.9021936,AA,169,20957,4247745.55,2061.0059558,0.0983445129,4247745.55,3390.3547974,0.7835568068,0.0541658634
2012,36260,"Ogden-Clearfield, UT",25-54,5,427,52070,8421678.55,2902.0128446,0.0557329142,8421678.55,4773.8111293,BA+,520,61478,10511619.5,3242.1627812,0.0527369593,10511619.5,5333.3577751,0.8469696477,0.0251163171
2012,36420,"Oklahoma City, OK",16-19,0,158,22011,5109843.15,2260.4962176,0.1026984788,5109843.15,3718.516278,InSch,515,65942,6124592.25,2474.7913548,0.0375298195,6124592.25,4071.0317787,0.3337933335,0.0524905093
2012,36420,"Oklahoma City, OK",16-19,1,7,1151,187702,433.24588861,0.3764082438,187702,712.68948677,LTHS,21,3596,981036.55,990.47289211,0.2754374005,981036.55,1629.3279075,0.3200778643,0.1350802695
2012,36420,"Oklahoma City, OK",16-19,2,22,2333,377368.45,614.30322317,0.2633104257,377368.45,1010.5288021,HS,35,4360,589841.8,768.01158845,0.1761494469,589841.8,1263.379063,0.5350917431,0.1722720469
2012,36420,"Oklahoma City, OK",16-19,3,5,477,57213.1,239.19260022,0.5014519921,57213.1,393.47182736,SC,9,990,117864.2,343.3135593,0.346781373,117864.2,564.75080505,0.4818181818,0.2870851142
2012,36420,"Oklahoma City, OK",20-24,0,162,22378,4533123.3,2129.1132661,0.0951431435,4533123.3,3502.3913228,InSch,277,38283,8910465.35,2985.0402594,0.0779729974,8910465.35,4910.3912266,0.5845414414,0.0524248245
2012,36420,"Oklahoma City, OK",20-24,1,25,3574,624219.45,790.07559765,0.2210620027,624219.45,1299.6743581,LTHS,40,5749,832146,912.22036811,0.1586746161,832146,1500.6025055,0.6216733345,0.1574047297
2012,36420,"Oklahoma City, OK",20-24,2,121,19566,5419369.05,2327.9538333,0.1189795479,5419369.05,3829.4840558,HS,155,24600,7179360.85,2679.4329344,0.108920038,7179360.85,4407.6671771,0.7953658537,0.0626459534
2012,36420,"Oklahoma City, OK",20-24,3,80,13732,3017217.85,1737.0140615,0.1264938874,3017217.85,2857.3881312,SC,93,16180,3587666.9,1894.1137505,0.1170651267,3587666.9,3115.8171196,0.8487021014,0.0669037697
2012,36420,"Oklahoma City, OK",20-24,4,16,1909,358678.35,598.89761228,0.3137232123,358678.35,985.18657221,AA,18,2365,449605.9,670.52658411,0.2835207544,449605.9,1103.0162309,0.8071881607,0.1783354636
2012,36420,"Oklahoma City, OK",20-24,5,58,8998,2003612.3,1415.4901271,0.1573116389,2003612.3,2328.4812591,BA+,60,9211,2020397.45,1421.4068559,0.1543162367,2020397.45,2338.214278,0.976875475,0.0490965342
2012,36420,"Oklahoma City, OK",25-54,0,189,30835,6326479.65,2515.249421,0.0815712476,6326479.65,4137.5852976,InSch,273,43280,8198951.15,2863.3810696,0.0661594517,8198951.15,4710.2618596,0.7124537893,0.0559222459
2012,36420,"Oklahoma City, OK",25-54,1,254,40139,9047169.8,3007.8513594,0.0749358818,9047169.8,4947.9154861,LTHS,445,66241,10999987.7,3316.6229361,0.0500690348,10999987.7,5455.8447298,0.6059540164,0.055575001
2012,36420,"Oklahoma City, OK",25-54,2,714,106965,18275999.85,4275.0438419,0.039966754,18275999.85,7032.4471199,HS,968,142340,19580265,4424.9593218,0.0310872511,19580265,7279.0580844,0.7514753407,0.0310505462
2012,36420,"Oklahoma City, OK",25-54,3,628,90664,17521267.5,4185.8413133,0.0461687253,17521267.5,6885.7089604,SC,807,118096,21539130.25,4641.026853,0.0392987642,21539130.25,7634.4891731,0.7677144018,0.0306015345
2012,36420,"Oklahoma City, OK",25-54,4,203,33660,9068960.05,3011.4714095,0.0894673621,9068960.05,4953.8704686,AA,240,39179,9279340.85,3046.2010521,0.0777508628,9279340.85,5011.0007308,0.8591337196,0.0625557749
2012,36420,"Oklahoma City, OK",25-54,5,858,124400,21697083.3,4658.0128059,0.0374438328,21697083.3,7662.4310657,BA+,967,140245,22874124.6,4782.6901008,0.034102393,22874124.6,7867.5252158,0.8870191451,0.0225610385
2012,36540,"Omaha-Council Bluffs, NE-IA",16-19,0,156,18097,2711936.55,1646.7958434,0.0909982784,2711936.55,2708.9791625,InSch,403,44213,3151221.35,1775.167978,0.0401503625,3151221.35,2920.1513238,0.4093140027,0.0549845886
2012,36540,"Omaha-Council Bluffs, NE-IA",16-19,1,,,,,,,,LTHS,11,1472,269289,518.9306312,0.3525343962,269289,853.64088833,,
2012,36540,"Omaha-Council Bluffs, NE-IA",16-19,2,16,2116,349206.6,590.93705249,0.2792708188,349206.6,972.09145134,HS,28,3511,646368.25,803.97030418,0.2289861305,646368.25,1322.5311504,0.6026772999,0.1584930708
2012,36540,"Omaha-Council Bluffs, NE-IA",16-19,3,5,648,118197.75,343.79899651,0.530554007,118197.75,565.54934926,SC,7,880,159718.05,399.6474071,0.4541447808,159718.05,657.41998468,0.7363636364,0.3322636552
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,0,145,19103,2601769.65,1613.0002015,0.08443701,2601769.65,2653.3853314,InSch,222,28048,4224069,2055.2539989,0.073276312,4224069,3380.8928282,0.6810824301,0.0470051504
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,1,13,1524,151991.7,389.86112912,0.2558143892,151991.7,641.32155741,LTHS,24,3498,795301.9,891.79700605,0.2549448273,795301.9,1467.006075,0.43567753,0.0151039106
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,2,66,10802,2532975,1591.5322805,0.1473368155,2532975,2618.0706015,HS,83,12971,2717840.55,1648.5874408,0.1270979447,2717840.55,2711.9263401,0.8327808187,0.1020961378
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,3,48,7051,1455218.6,1206.3244174,0.171085579,1455218.6,1984.4036666,SC,63,9004,1917592.7,1384.771714,0.1537951704,1917592.7,2277.9494696,0.7830964016,0.0965485483
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,4,21,1895,255193.35,505.16665567,0.2665787101,255193.35,830.99914858,AA,22,1909,255744.95,505.71231941,0.264909544,255744.95,831.89676542,0.9926663174,0.0486368914
2012,36540,"Omaha-Council Bluffs, NE-IA",20-24,5,46,5144,979728.05,989.81212864,0.1924207093,979728.05,1628.2409516,BA+,48,5330,997073.65,998.53575299,0.1873425428,997073.65,1642.5913137,0.9651031895,0.0697187499
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,0,193,29933,6076627.45,2465.0816315,0.0823533101,6076627.45,4055.0592838,InSch,258,38556,7805779.05,2793.8824331,0.0724629742,7805779.05,4595.9366025,0.7763512813,0.0499732986
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,1,138,22965,4665970.5,2160.0857622,0.0940599069,4665970.5,3553.3410788,LTHS,237,36088,4385673.05,2094.1998591,0.0580303663,4385673.05,3444.9587683,0.6363611173,0.0774907065
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,2,547,66863,10528994.25,3244.8411748,0.0485296977,10528994.25,5337.7637326,HS,675,80995,11302938.15,3361.9842578,0.0415085407,11302938.15,5530.4641042,0.8255200938,0.0341437632
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,3,564,67008,11791149.45,3433.8243185,0.0512449904,11791149.45,5648.6410039,SC,668,78137,12996888.45,3605.1197553,0.046138446,12996888.45,5930.4219975,0.8575706771,0.0314587839
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,4,300,32992,4587375.7,2141.8159818,0.0649192526,4587375.7,3523.2872901,AA,341,38158,5401812.65,2324.1799952,0.0609093767,5401812.65,3823.2760921,0.8646155459,0.0319480343
2012,36540,"Omaha-Council Bluffs, NE-IA",25-54,5,950,114103,10693341.5,3270.0675069,0.0286589091,10693341.5,5379.2610489,BA+,1050,127603,10641431.2,3262.1206599,0.0255646079,10641431.2,5366.1884856,0.8942031143,0.0190536076
2012,36740,"Orlando-Kissimmee-Sanford, FL",16-19,0,204,21768,3531714.5,1879.2856356,0.0863324897,3531714.5,3091.4248705,InSch,985,106036,10239013.25,3199.8458166,0.0301769759,10239013.25,5263.7463683,0.2052887699,0.0273154212
2012,36740,"Orlando-Kissimmee-Sanford, FL",16-19,1,8,1203,293789.05,542.02310836,0.4505595248,293789.05,891.62801326,LTHS,35,4414,1064321.15,1031.6594157,0.2337243805,1064321.15,1697.0797388,0.2725419121,0.1726959688
2012,36740,"Orlando-Kissimmee-Sanford, FL",16-19,2,18,2437,497114.4,705.0634014,0.289316127,497114.4,1159.8292953,HS,52,6677,1204953.3,1097.7036485,0.1644007262,1204953.3,1805.7225018,0.3649842744,0.1429356312
2012,36740,"Orlando-Kissimmee-Sanford, FL",16-19,3,6,708,138012.15,371.49986541,0.524717324,138012.15,611.1172786,SC,8,889,160458.2,400.57234053,0.4505875597,160458.2,658.94150018,0.7964004499,0.3522604684
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,0,381,57119,10852135.65,3294.2579817,0.0576735934,10852135.65,5419.0543799,InSch,646,92450,12191302.45,3491.6045667,0.0377674913,12191302.45,5743.6895122,0.6178366685,0.0442996586
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,1,32,6079,1618127.75,1272.0565042,0.2092542366,1618127.75,2092.5329495,LTHS,77,13457,3256449.15,1804.5634237,0.1340984932,3256449.15,2968.5068319,0.4517351564,0.1193716324
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,2,142,24919,7781552.55,2789.5434304,0.1119444372,7781552.55,4588.798943,HS,225,38740,10580648.1,3252.7908171,0.0839646571,10580648.1,5350.8408942,0.6432369644,0.0783405006
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,3,126,16240,1703794.2,1305.2946794,0.0803752881,1703794.2,2147.2097476,SC,155,20968,3715621.1,1927.594641,0.0919303053,3715621.1,3170.8931844,0.7745135444,0.1555799627
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,4,24,2696,466033.35,682.66635335,0.2532145228,466033.35,1122.9861513,AA,28,3266,543890.8,737.48952535,0.2258081829,543890.8,1213.1702692,0.8254745867,0.1555869542
2012,36740,"Orlando-Kissimmee-Sanford, FL",20-24,5,74,9744,2029939.05,1424.7592955,0.1462191395,2029939.05,2343.729041,BA+,86,11386,2461696.85,1568.9795569,0.1377990126,2461696.85,2580.9713711,0.8557878096,0.0688437259
2012,36740,"Orlando-Kissimmee-Sanford, FL",25-54,0,448,55785,10232462.05,3198.8219785,0.0573419733,10232462.05,5262.0621546,InSch,636,82860,16144083.9,4017.9701218,0.0484910707,16144083.9,6609.5608504,0.6732440261,0.0338955616
2012,36740,"Orlando-Kissimmee-Sanford, FL",25-54,1,378,54624,10611082.15,3257.4656023,0.0596343293,10611082.15,5358.5309157,LTHS,656,95970,17552136.85,4189.5270437,0.0436545488,17552136.85,6891.7719869,0.5691778681,0.0380387373
2012,36740,"Orlando-Kissimmee-Sanford, FL",25-54,2,1211,170503,34056327.95,5835.7799779,0.0342268463,34056327.95,9599.8580636,HS,1712,242116,47289066.6,6876.7046323,0.0284025204,47289066.6,11312.17912,0.7042202911,0.0221251529
2012,36740,"Orlando-Kissimmee-Sanford, FL",25-54,3,999,122521,22001567.65,4690.5828689,0.0382839094,22001567.65,7716.0088193,SC,1292,158414,29223991.45,5405.9218872,0.0341252786,29223991.45,8892.7415044,0.7734228035,0.0220777544
2012,36740,"Orlando-Kissimmee-Sanford, FL",25-54,4,567,70141,19692900.25,4437.6683348,0.0632678225,19692900.25,7299.9644108,AA,682,85707,21630033.3,4650.8099617,0.054264062,21630033.3,7650.582387,0.8183812291,0.0437936736
